Ship Mode;Segment;Country;City;State;Postal Code;Region;Category;Sub-Category;Sales;Quantity;Discount;Profit
Standard Class;Corporate;United States;Newark;Delaware;19711;East;Office Supplies;Art;57.75;5;0;26.565
First Class;Consumer;United States;Los Angeles;California;90045;West;Office Supplies;Storage;114.46;2;0;28.615
Standard Class;Consumer;United States;Los Angeles;California;90032;West;Furniture;Bookcases;120.666;2;0.15;184.548
Standard Class;Home Office;United States;Dallas;Texas;75217;Central;Office Supplies;Storage;342.864;3;0.2;385.722
Standard Class;Home Office;United States;Dallas;Texas;75217;Central;Furniture;Furnishings;16.74;5;0.6;-14.229
Standard Class;Home Office;United States;Dallas;Texas;75217;Central;Furniture;Chairs;981.372;2;0.3;-140.196
Standard Class;Home Office;United States;San Diego;California;92037;West;Office Supplies;Art;31.84;8;0;105.072
First Class;Home Office;United States;Apple Valley;California;92307;West;Office Supplies;Paper;12.96;2;0;62.208
First Class;Home Office;United States;Apple Valley;California;92307;West;Technology;Phones;43.176;3;0.2;151.116
Standard Class;Home Office;United States;Louisville;Kentucky;40214;South;Office Supplies;Binders;58.34;2;0;280.032
Standard Class;Home Office;United States;Louisville;Kentucky;40214;South;Technology;Phones;539.97;3;0;1.349.925
Standard Class;Consumer;United States;New York City;New York;10024;East;Office Supplies;Binders;3.928;1;0.2;13.257
Standard Class;Consumer;United States;Houston;Texas;77070;Central;Office Supplies;Binders;252.784;4;0.8;-4.170.936
Standard Class;Consumer;United States;Houston;Texas;77070;Central;Technology;Accessories;127.984;2;0.2;15.998
Standard Class;Consumer;United States;Houston;Texas;77070;Central;Furniture;Furnishings;3.984;2;0.6;-26.892
Standard Class;Consumer;United States;Houston;Texas;77070;Central;Office Supplies;Appliances;12.992;2;0.8;-32.48
Second Class;Home Office;United States;Henderson;Kentucky;42420;South;Furniture;Furnishings;61;5;0;25.62
Second Class;Home Office;United States;Henderson;Kentucky;42420;South;Technology;Phones;671.93;7;0;1.881.404
Standard Class;Consumer;United States;Newark;Delaware;19711;East;Office Supplies;Binders;447.86;7;0;2.194.514
Standard Class;Consumer;United States;Newark;Delaware;19711;East;Technology;Phones;479.95;5;0;1.295.865
Standard Class;Consumer;United States;Newark;Delaware;19711;East;Office Supplies;Paper;166.44;3;0;798.912
Same Day;Consumer;United States;Bolingbrook;Illinois;60440;Central;Office Supplies;Supplies;31.68;4;0.2;2.772
Same Day;Consumer;United States;Bolingbrook;Illinois;60440;Central;Office Supplies;Paper;10.368;2;0.2;36.288
Same Day;Consumer;United States;Bolingbrook;Illinois;60440;Central;Office Supplies;Fasteners;12.032;8;0.2;2.256
Same Day;Consumer;United States;Bolingbrook;Illinois;60440;Central;Office Supplies;Appliances;5.768;2;0.8;-135.548
Standard Class;Corporate;United States;Fort Worth;Texas;76106;Central;Office Supplies;Labels;33.12;4;0.2;11.592
Standard Class;Corporate;United States;Fort Worth;Texas;76106;Central;Furniture;Bookcases;2.202.656;4;0.32;-421.096
Standard Class;Consumer;United States;New York City;New York;10024;East;Office Supplies;Binders;10.776;3;0.2;35.022
Standard Class;Consumer;United States;New York City;New York;10024;East;Furniture;Bookcases;242.352;3;0.2;90.882
Second Class;Corporate;United States;Providence;Rhode Island;2908;East;Office Supplies;Supplies;695.16;6;0;34.758
Second Class;Corporate;United States;Providence;Rhode Island;2908;East;Furniture;Bookcases;220.98;1;0;508.254
Standard Class;Home Office;United States;Columbus;Ohio;43229;East;Office Supplies;Binders;12.957;7;0.7;-95.018
Standard Class;Consumer;United States;New York City;New York;10024;East;Office Supplies;Paper;25.68;6;0;11.556
Standard Class;Corporate;United States;Houston;Texas;77070;Central;Office Supplies;Labels;15.712;4;0.2;56.956
Standard Class;Home Office;United States;Aurora;Illinois;60505;Central;Office Supplies;Storage;298.464;6;0.2;261.156
Standard Class;Consumer;United States;Springfield;Missouri;65807;Central;Office Supplies;Paper;21.93;3;0;100.878
Standard Class;Consumer;United States;Springfield;Missouri;65807;Central;Office Supplies;Storage;242.94;3;0;48.588
Standard Class;Consumer;United States;Springfield;Missouri;65807;Central;Office Supplies;Paper;7.64;1;0;37.436
Standard Class;Consumer;United States;Springfield;Missouri;65807;Central;Office Supplies;Paper;51.84;8;0;254.016
Standard Class;Consumer;United States;Springfield;Missouri;65807;Central;Office Supplies;Storage;265.17;1;0;477.306
Standard Class;Consumer;United States;Seattle;Washington;98105;West;Technology;Machines;837.6;3;0.2;62.82
Standard Class;Consumer;United States;Seattle;Washington;98105;West;Office Supplies;Envelopes;135.9;5;0;63.873
Standard Class;Consumer;United States;Seattle;Washington;98105;West;Office Supplies;Paper;34.68;6;0;169.932
Standard Class;Consumer;United States;Seattle;Washington;98105;West;Furniture;Chairs;532.704;6;0.2;-399.528
Standard Class;Consumer;United States;Seattle;Washington;98105;West;Office Supplies;Appliances;43.1;5;0;11.206
Standard Class;Consumer;United States;Seattle;Washington;98105;West;Office Supplies;Supplies;15.88;4;0;0.1588
First Class;Corporate;United States;Lakeland;Florida;33801;South;Furniture;Chairs;1123.92;5;0.2;-182.637
First Class;Corporate;United States;Lakeland;Florida;33801;South;Technology;Phones;249.584;2;0.2;31.198
First Class;Corporate;United States;Lakeland;Florida;33801;South;Furniture;Furnishings;48.672;3;0.2;73.008
First Class;Corporate;United States;Lakeland;Florida;33801;South;Office Supplies;Art;60.768;2;0.2;7.596
First Class;Corporate;United States;Lakeland;Florida;33801;South;Office Supplies;Binders;78.6;5;0.7;-62.88
First Class;Corporate;United States;Lakeland;Florida;33801;South;Office Supplies;Binders;3.768;2;0.7;-3.14
First Class;Corporate;United States;Lakeland;Florida;33801;South;Office Supplies;Storage;1.036.624;2;0.2;518.312
First Class;Corporate;United States;Lakeland;Florida;33801;South;Office Supplies;Storage;563.808;4;0.2;211.428
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Technology;Phones;258.528;2;0.4;-473.968
Standard Class;Consumer;United States;New York City;New York;10011;East;Office Supplies;Paper;49.12;4;0;230.864
First Class;Home Office;United States;Los Angeles;California;90049;West;Furniture;Furnishings;44.46;2;0;146.718
First Class;Home Office;United States;Los Angeles;California;90049;West;Furniture;Chairs;241.568;2;0.2;181.176
First Class;Home Office;United States;Los Angeles;California;90049;West;Technology;Accessories;395;5;0;39.5
First Class;Home Office;United States;Los Angeles;California;90049;West;Technology;Phones;627.168;4;0.2;705.564
First Class;Corporate;United States;Oceanside;New York;11572;East;Furniture;Furnishings;13.28;2;0;63.744
First Class;Corporate;United States;Oceanside;New York;11572;East;Office Supplies;Binders;12.672;3;0.2;44.352
Standard Class;Home Office;United States;Dallas;Texas;75081;Central;Office Supplies;Binders;30.56;5;0.8;-45.84
Standard Class;Home Office;United States;Dallas;Texas;75081;Central;Office Supplies;Storage;77.952;3;0.2;-155.904
Standard Class;Home Office;United States;Dallas;Texas;75081;Central;Technology;Phones;67.992;1;0.2;8.499
Standard Class;Home Office;United States;Dallas;Texas;75081;Central;Office Supplies;Envelopes;12.224;2;0.2;44.312
Standard Class;Home Office;United States;Dallas;Texas;75081;Central;Technology;Accessories;44.784;2;0.2;-0.5598
Standard Class;Home Office;United States;Dallas;Texas;75081;Central;Furniture;Furnishings;22.848;3;0.6;-177.072
First Class;Consumer;United States;New York City;New York;10035;East;Office Supplies;Appliances;206.43;3;0;908.292
Same Day;Corporate;United States;San Antonio;Texas;78207;Central;Office Supplies;Binders;210.392;2;0.8;-3.366.272
Second Class;Consumer;United States;Cincinnati;Ohio;45231;East;Technology;Accessories;119.96;5;0.2;35.988
Second Class;Consumer;United States;Cincinnati;Ohio;45231;East;Office Supplies;Art;10.608;6;0.2;0.9282
Standard Class;Corporate;United States;Austin;Texas;78745;Central;Furniture;Chairs;347.802;7;0.3;-24.843
Second Class;Corporate;United States;Seattle;Washington;98105;West;Furniture;Chairs;963.136;4;0.2;1.083.528
Second Class;Corporate;United States;Seattle;Washington;98105;West;Technology;Phones;88.776;3;0.2;77.679
Second Class;Corporate;United States;Los Angeles;California;90004;West;Office Supplies;Art;32.4;5;0;10.368
First Class;Home Office;United States;New York City;New York;10035;East;Office Supplies;Paper;32.4;5;0;15.552
Standard Class;Consumer;United States;Seattle;Washington;98103;West;Office Supplies;Labels;31.05;3;0;14.904
First Class;Consumer;United States;Newark;Ohio;43055;East;Technology;Accessories;2025.36;6;0.2;607.608
First Class;Consumer;United States;Newark;Ohio;43055;East;Technology;Machines;1.799.994;2;0.7;-26.399.912
First Class;Consumer;United States;Newark;Ohio;43055;East;Technology;Phones;101.988;2;0.4;-16.998
First Class;Consumer;United States;Newark;Ohio;43055;East;Furniture;Furnishings;262.864;7;0.2;690.018
Standard Class;Corporate;United States;Maple Grove;Minnesota;55369;Central;Office Supplies;Binders;735.98;2;0;331.191
Second Class;Home Office;United States;Glendale;Arizona;85301;West;Office Supplies;Paper;93.024;3;0.2;337.212
Standard Class;Corporate;United States;New York City;New York;10009;East;Furniture;Tables;284.364;2;0.4;-758.304
Standard Class;Corporate;United States;New York City;New York;10009;East;Technology;Accessories;26;2;0;11.7
First Class;Consumer;United States;Jacksonville;North Carolina;28540;South;Office Supplies;Storage;67.64;5;0.2;59.185
First Class;Consumer;United States;Jacksonville;North Carolina;28540;South;Technology;Accessories;119.976;3;0.2;-179.964
Second Class;Consumer;United States;Houston;Texas;77070;Central;Office Supplies;Binders;5.18;5;0.8;-8.029
Standard Class;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Envelopes;15.56;2;0;73.132
Standard Class;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Envelopes;78.35;5;0;368.245
Standard Class;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Art;59.52;3;0;154.752
Standard Class;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Paper;38.52;9;0;17.334
Standard Class;Consumer;United States;San Francisco;California;94109;West;Technology;Phones;239.984;2;0.2;239.984
Standard Class;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Paper;19.35;3;0;94.815
First Class;Consumer;United States;Lansing;Michigan;48911;Central;Furniture;Furnishings;67;5;0;32.16
Standard Class;Corporate;United States;Tallahassee;Florida;32303;South;Furniture;Chairs;390.272;8;0.2;-24.392
Standard Class;Corporate;United States;Tallahassee;Florida;32303;South;Office Supplies;Paper;62.192;13;0.2;19.435
Second Class;Consumer;United States;Columbia;South Carolina;29203;South;Office Supplies;Binders;23.88;6;0;112.236
Standard Class;Consumer;United States;Chicago;Illinois;60623;Central;Office Supplies;Binders;3.168;2;0.8;-4.752
Standard Class;Consumer;United States;Chicago;Illinois;60623;Central;Furniture;Chairs;528.43;5;0.3;0
Standard Class;Consumer;United States;Chicago;Illinois;60623;Central;Office Supplies;Art;13.392;3;0.2;15.066
Standard Class;Consumer;United States;Detroit;Michigan;48227;Central;Office Supplies;Art;181.86;7;0;509.208
Standard Class;Consumer;United States;Fort Collins;Colorado;80525;West;Furniture;Bookcases;180.588;2;0.7;-240.784
Standard Class;Consumer;United States;Fort Collins;Colorado;80525;West;Technology;Accessories;47.984;2;0.2;0.5998
Same Day;Consumer;United States;New York City;New York;10024;East;Office Supplies;Paper;18.76;2;0;90.048
Standard Class;Corporate;United States;New York City;New York;10011;East;Furniture;Furnishings;20.94;3;0;60.726
Standard Class;Corporate;United States;New York City;New York;10011;East;Furniture;Furnishings;58.68;2;0;181.908
Standard Class;Corporate;United States;New York City;New York;10011;East;Office Supplies;Appliances;254.9;5;0;68.823
Second Class;Corporate;United States;Columbia;Maryland;21044;East;Office Supplies;Binders;9.64;2;0;44.344
Second Class;Corporate;United States;Columbia;Maryland;21044;East;Technology;Accessories;826.62;3;0;3.554.466
Second Class;Corporate;United States;Columbia;Maryland;21044;East;Office Supplies;Storage;1633.14;9;0;4.736.106
Second Class;Corporate;United States;Columbia;Maryland;21044;East;Office Supplies;Storage;544.38;3;0;1.578.702
First Class;Corporate;United States;Houston;Texas;77041;Central;Office Supplies;Binders;26.046;3;0.8;-442.782
First Class;Corporate;United States;Houston;Texas;77041;Central;Office Supplies;Envelopes;74.352;3;0.2;269.526
Standard Class;Corporate;United States;Lowell;Massachusetts;1852;East;Technology;Phones;69.93;7;0;321.678
Second Class;Corporate;United States;Woodland;California;95695;West;Office Supplies;Labels;3.75;1;0;1.8
Second Class;Corporate;United States;Woodland;California;95695;West;Office Supplies;Binders;20.928;4;0.2;75.864
Standard Class;Home Office;United States;Chicago;Illinois;60610;Central;Office Supplies;Storage;12.672;3;0.2;-3.168
Standard Class;Corporate;United States;New York City;New York;10035;East;Technology;Phones;65.99;1;0;171.574
Standard Class;Corporate;United States;Missouri City;Texas;77489;Central;Office Supplies;Binders;6.37;7;0.8;-9.555
First Class;Consumer;United States;Houston;Texas;77036;Central;Office Supplies;Binders;3.648;3;0.8;-60.192
First Class;Consumer;United States;Houston;Texas;77036;Central;Office Supplies;Paper;31.104;6;0.2;108.864
Standard Class;Home Office;United States;Jackson;Mississippi;39212;South;Office Supplies;Fasteners;23.34;3;0;0.2334
Standard Class;Corporate;United States;New York City;New York;10009;East;Technology;Phones;29.97;3;0;140.859
Same Day;Consumer;United States;Tempe;Arizona;85281;West;Office Supplies;Binders;3.366;3;0.7;-2.244
Standard Class;Consumer;United States;Jacksonville;North Carolina;28540;South;Technology;Phones;95.968;4;0.2;95.968
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Art;18.704;7;0.2;2.338
Second Class;Consumer;United States;Akron;Ohio;44312;East;Furniture;Furnishings;149.232;3;0.2;37.308
Second Class;Consumer;United States;Akron;Ohio;44312;East;Office Supplies;Paper;15.936;4;0.2;57.768
Standard Class;Consumer;United States;San Diego;California;92037;West;Technology;Phones;601.536;8;0.2;601.536
Standard Class;Consumer;United States;San Diego;California;92037;West;Technology;Accessories;10.99;1;0;42.861
Standard Class;Consumer;United States;San Diego;California;92037;West;Furniture;Furnishings;39.88;2;0;111.664
Standard Class;Consumer;United States;San Diego;California;92037;West;Office Supplies;Paper;62.24;8;0;28.008
Standard Class;Consumer;United States;San Diego;California;92037;West;Furniture;Furnishings;53.2;5;0;14.896
Standard Class;Consumer;United States;San Diego;California;92037;West;Office Supplies;Labels;39.84;8;0;183.264
Standard Class;Corporate;United States;Fresno;California;93727;West;Technology;Accessories;349.95;5;0;118.983
Standard Class;Corporate;United States;Fresno;California;93727;West;Technology;Phones;377.928;9;0.2;141.723
Standard Class;Corporate;United States;Pearland;Texas;77581;Central;Office Supplies;Envelopes;13.392;3;0.2;5.022
Standard Class;Corporate;United States;Pearland;Texas;77581;Central;Office Supplies;Binders;11.228;7;0.8;-185.262
